,System Pressure,,"Pump Pressure, ",,Reactor Temperature
Time(hr),PT1 (PSIA),PT2(PSIA),MX03 (PSI),MX04 (PSI,R10 (degC)
0.81,13.43439,65.71828,89,38,121.62294
0.81028,13.42823,65.72595,89,38,121.63251
0.81055,13.45297,65.73547,89,38,121.58091
0.81083,13.4892,65.73883,89,38,121.42106
0.81111,13.53155,65.75334,89,38,121.43568
0.81139,13.57733,65.76015,89,38,121.20134
0.81167,13.60376,65.77155,89,38,121.17031
0.81194,13.58386,65.77885,95,38,121.07145
0.81222,13.55036,65.7831,95,53,121.0859
0.8125,13.50297,65.78313,95,53,120.96262
0.81278,13.46212,65.78223,95,53,121.0023
0.81305,13.42662,65.76917,95,53,120.78703
0.81333,13.44634,65.75517,95,53,120.76908
0.81361,13.49488,65.73683,95,53,120.74028
0.81389,13.52311,65.72327,95,53,120.74901
0.81417,13.59842,65.72707,81,53,120.74236
0.81444,13.61991,65.73568,81,51,120.62776
0.81472,13.59848,65.75092,81,51,120.62122
0.815,13.63722,65.75265,81,51,120.60915
0.81528,13.62711,65.76183,81,51,120.60557
0.81555,13.63895,65.76572,81,51,120.59674
0.81583,13.63418,65.76882,81,51,120.57822
0.81611,13.69158,65.77125,81,51,120.56274
0.81639,13.90251,65.72691,93,51,120.53262
0.81667,13.91379,65.74585,93,54,120.50514
0.81694,13.63356,65.79681,93,54,120.47872
0.81722,13.32974,65.79042,93,54,120.44145
0.8175,13.07284,65.80186,93,54,120.40318
0.81778,13.10889,65.74619,93,54,120.36223
0.81805,13.44914,65.67416,93,54,120.31448
0.81833,13.99244,65.64828,93,54,120.26801
0.81861,13.8453,65.70705,83,54,120.2207
0.81889,13.39166,65.80891,83,56,120.00893
0.81917,12.94327,65.87399,83,56,119.90531
0.81944,12.38522,65.9624,83,56,120.0743
0.81972,12.42651,65.94794,83,56,120.12541
0.82,12.69155,65.90067,83,56,120.23924
0.82028,13.05893,65.85185,83,56,120.39707
0.82055,13.3109,65.80542,83,56,120.40578
0.82083,13.48024,65.78409,99,56,120.5683
0.82111,13.5428,65.78313,99,55,120.69004
0.82139,13.56518,65.79356,99,55,120.84202
0.82167,13.58106,65.79766,99,55,120.95632
0.82194,13.58056,65.80146,99,55,121.03569
0.82222,13.55424,65.81857,99,55,121.15188
0.8225,13.52079,65.82825,99,55,121.2156
0.82278,13.48018,65.84087,99,55,121.35166
0.82305,13.44206,65.85574,103,55,121.4031
0.82333,13.41414,65.86294,103,56,121.44731
0.82361,13.4594,65.86674,103,56,121.51325
0.82389,13.50401,65.86674,103,56,121.51864
0.82417,13.57212,65.86672,103,56,121.49451
0.82444,13.64659,65.85914,103,56,121.45499
0.82472,13.65404,65.85343,103,56,121.40765
0.825,13.61818,65.84769,103,56,121.42576
0.82528,13.53493,65.84695,96,56,121.44421
0.82555,13.46346,65.84771,96,57,121.5204
0.82583,13.39844,65.85147,96,57,121.43221
0.82611,13.36742,65.86251,96,57,121.33726
0.82639,13.40706,65.86636,96,57,121.34578
0.82667,13.4573,65.87333,96,57,121.18684
0.82694,13.51423,65.87337,96,57,121.24229
0.82722,13.58947,65.86623,96,57,121.17042
0.8275,13.61764,65.86242,92,57,121.15745
0.82778,13.61296,65.8592,92,60,121.11351
0.82805,13.56869,65.86533,92,60,121.0416
0.82833,13.49981,65.87251,92,60,121.0695
0.82861,13.45403,65.89107,92,60,121.01408
0.82889,13.4277,65.91302,92,60,120.9678
0.82917,13.39801,65.9312,92,60,121.00529
0.82944,13.42125,65.94072,92,60,120.91039
0.82972,13.46622,65.95927,93,60,120.79433
0.83,13.51862,65.97031,93,57,120.7358
0.83028,13.5771,65.96653,93,57,120.70687
0.83055,13.59583,65.9703,93,57,120.70082
0.83083,13.59091,65.95895,93,57,120.68843
0.83111,13.46118,65.94752,93,57,120.67848
0.83139,13.16966,65.94031,93,57,120.65819
0.83167,13.21193,65.97581,93,57,120.63737
0.83194,13.18785,65.98402,95,57,120.61947
0.83222,13.37456,65.99654,95,33,120.29655
0.8325,13.66538,66.02239,95,33,120.29343
0.83278,13.65125,66.00013,95,33,120.2852
0.83305,13.68649,66.00341,95,33,120.2812
0.83333,13.44337,65.97227,95,33,120.27063
0.83361,13.35495,65.95346,95,33,120.26481
0.83389,13.3255,65.93871,95,33,120.24489
0.83417,13.26528,65.92006,95,33,120.24198
0.83444,13.35301,65.93098,95,60,120.22207
0.83472,13.41534,65.93871,95,60,120.29824
0.835,13.38459,65.9463,95,60,120.29546
0.83528,13.40033,65.95806,95,60,120.29283
0.83555,13.51796,65.99075,95,60,120.28693
0.83583,13.60523,66.02411,95,60,120.2843
0.83611,13.65072,66.03925,95,60,120.27975
0.83639,13.48364,66.01463,95,60,120.27372
0.83667,13.35765,66.00437,95,53,120.26958
0.83694,13.28358,65.99004,95,53,120.26414
0.83722,13.22764,65.98058,95,53,120.25796
0.8375,13.39658,66.01327,95,53,120.25552
0.83778,13.40653,66.01465,95,53,120.26749
0.83805,13.40337,66.01077,95,53,120.26341
0.83833,13.425,66.01079,95,53,120.269
0.83861,13.47671,66.01083,94,53,120.26937
0.83889,13.53071,66.01686,94,56,120.27058
0.83917,13.58407,66.03355,94,56,120.41931
0.83944,13.6113,66.04594,94,56,120.41316
0.83972,13.60533,66.06438,94,56,120.45132
0.84,13.56467,66.07472,94,56,120.44646
0.84028,13.49516,66.05959,94,56,120.44187
0.84055,13.44076,66.06046,94,56,120.43868
0.84083,13.39234,66.04242,98,56,120.43164
0.84111,13.40865,66.03392,98,52,120.42709
0.84139,13.45585,66.0397,98,52,120.42078
0.84167,13.51097,66.03548,98,52,120.42043
0.84194,13.57278,66.03999,98,52,120.41412
0.84222,13.62086,66.04672,98,52,120.41023
0.8425,13.63506,66.05052,98,52,120.40126
0.84278,13.91484,66.0707,98,52,120.38532
0.84305,13.85195,66.11992,91,52,120.36516
0.84333,14.00217,66.12591,91,56,120.34666
0.84361,13.83982,66.17062,91,56,120.10671
0.84389,13.50889,66.1801,91,56,120.13192
0.84417,13.23742,66.16783,91,56,120.12624
0.84444,12.79126,66.16979,91,56,120.12283
0.84472,12.8972,66.09092,91,56,120.11537
0.845,13.17583,66.04456,91,56,120.10313
0.84528,13.5446,66.05382,87,56,120.09288
0.84555,13.7767,66.09361,87,55,120.09337
0.84583,13.84741,66.14781,87,55,120.20632
0.84611,13.6096,66.19604,87,55,120.39401
0.84639,13.39398,66.19114,87,55,120.41129
0.84667,13.37946,66.17091,87,55,120.6368
0.84694,13.3637,66.15738,87,55,120.79656
0.84722,13.3634,66.15364,87,55,120.98607
0.8475,13.3921,66.15074,96,55,121.20148
0.84778,13.47833,66.13617,96,55,121.40812
0.84805,13.55484,66.12833,96,55,121.36353
0.84833,13.62848,66.11601,96,55,121.52627
0.84861,13.67279,66.11355,96,55,121.65792
0.84889,13.61052,66.12788,96,55,121.6852
0.84917,13.54774,66.13947,96,55,121.88682
0.84944,13.46511,66.16116,96,55,121.94875
0.84972,13.3979,66.18368,98,55,121.95193
0.85,13.40614,66.19119,98,54,122.04039
0.85028,13.44127,66.20873,98,54,122.08405
0.85055,13.49564,66.2158,98,54,122.16195
0.85083,13.54345,66.21346,98,54,122.1889
0.85111,13.56869,66.21553,98,54,122.14748
0.85139,13.58948,66.21181,98,54,122.17655
0.85167,13.56912,66.20966,98,54,122.10391
0.85194,13.53565,66.21343,93,54,122.07774
0.85222,13.50586,66.2137,93,48,122.10457
0.8525,13.43832,66.22116,93,48,122.10382
0.85278,13.39532,66.22706,93,48,122.07438
0.85305,13.41171,66.23083,93,48,122.09837
0.85333,13.4312,66.23601,93,48,122.09789
0.85361,13.49177,66.23601,93,48,121.96721
0.85389,13.56648,66.23226,93,48,121.94225
0.85417,13.58746,66.23222,93,48,121.90532
0.85444,13.59673,66.22067,93,49,121.76947
0.85472,13.59773,66.22076,93,49,121.87682
0.855,13.54661,66.21294,93,49,121.83948
0.85528,13.51158,66.21332,93,49,121.74093
0.85555,13.45872,66.22211,93,49,121.65768
0.85583,13.41206,66.22702,93,49,121.68064
0.85611,13.43699,66.24194,93,49,121.57373
0.85639,13.46374,66.24191,99,49,121.42098
0.85667,13.53844,66.25107,99,48,121.40389
0.85694,13.59957,66.24728,99,48,121.34288
0.85722,13.61919,66.2435,99,48,121.20901
0.8575,13.606,66.2435,99,48,121.20766
0.85778,13.56314,66.23599,99,48,121.16533
0.85805,13.50061,66.23593,99,48,121.01353
0.85833,13.43304,66.23605,99,48,121.02985
0.85861,13.40925,66.23989,93,48,120.94104
0.85889,13.40161,66.23985,93,37,120.83639
0.85917,13.41922,66.23983,93,37,120.7155
0.85944,13.46516,66.23983,93,37,120.6946
0.85972,13.52552,66.23602,93,37,120.68806
0.86,13.55758,66.23604,93,37,120.67796
0.86028,13.58611,66.23608,93,37,120.67043
0.86055,13.58651,66.23612,93,37,120.6543
0.86083,13.46646,66.22488,89,37,120.63383
0.86111,13.1558,66.1758,89,42,120.61002
0.86139,12.90164,66.15327,89,42,120.5833
0.86167,12.81278,66.15642,89,42,120.54989
0.86194,12.84564,66.17902,89,42,120.52
0.86222,13.22969,66.26042,89,42,120.48589
0.8625,13.64342,66.30745,89,42,120.44871
0.86278,13.75016,66.30238,89,42,120.41128
0.86305,13.5817,66.26545,94,42,120.37221
0.86333,13.2943,66.20233,94,50,120.33556
0.86361,12.80167,66.13784,94,50,120.06868
0.86389,12.73052,66.14158,94,50,120.18971
0.86417,12.84274,66.15138,94,50,120.19603
0.86444,13.07517,66.19643,94,50,120.4064
0.86472,13.3441,66.23562,94,50,120.56045
0.865,13.36265,66.23592,94,50,120.5771
0.86528,13.38624,66.23819,92,50,120.78534
0.86555,13.45212,66.24446,92,49,120.92918
0.86583,13.51226,66.25503,92,49,121.04543
0.86611,13.58945,66.2699,92,49,121.17729
0.86639,13.63222,66.28807,92,49,121.22221
0.86667,13.63625,66.30035,92,49,121.30249
0.86694,13.59428,66.30792,92,49,121.33285
0.86722,13.50926,66.30856,92,49,121.41353
0.8675,13.42379,66.30396,93,49,121.40568
0.86778,13.34742,66.29765,93,55,121.41488
0.86805,13.3077,66.28233,93,55,121.50488
0.86833,13.31607,66.26985,93,55,121.51455
0.86861,13.37271,66.27634,93,55,121.52236
0.86889,13.46498,66.28644,93,55,121.59381
0.86917,13.53303,66.31516,93,55,121.54414
0.86944,13.60019,66.34818,93,55,121.54873
0.86972,13.5853,66.36652,94,55,121.54698
0.87,13.5092,66.38483,94,55,121.44136
0.87028,13.41156,66.39008,94,55,121.36782
0.87055,13.33612,66.39002,94,55,121.39854
0.87083,13.31166,66.39002,94,55,121.39408
0.87111,13.32085,66.38623,94,55,121.38985
0.87139,13.40543,66.38631,94,55,121.44785
0.87167,13.46863,66.38626,94,55,121.32842
0.87194,13.54008,66.404,95,55,121.3122
0.87222,13.58645,66.42238,95,53,121.24702
0.8725,13.59634,66.4407,95,53,121.18935
0.87278,13.59946,66.45912,95,53,121.04094
0.87305,13.54282,66.46517,95,53,121.03068
0.87333,13.48085,66.46519,95,53,120.94553
0.87361,13.43847,66.46511,95,53,120.82124
0.87389,13.39843,66.46891,95,53,120.82554
0.87417,13.40995,66.46208,94,53,120.78701
0.87444,13.44946,66.45631,94,59,120.78506
0.87472,13.50371,66.45732,94,59,120.675
0.875,13.5335,66.45544,94,59,120.75243
0.87528,13.58121,66.46801,94,59,120.70996
0.87555,13.6043,66.47923,94,59,120.70469
0.87583,13.58526,66.49997,94,59,120.69509
0.87611,13.54729,66.51723,94,59,120.68562
0.87639,13.48624,66.52861,96,59,120.6713
0.87667,13.21583,66.57376,96,57,120.64809
0.87694,13.04162,66.59872,96,57,120.62783
0.87722,13.19087,66.57509,96,57,120.60012
0.8775,13.16556,66.5819,96,57,120.56978
0.87778,13.56022,66.52291,96,57,120.53965
0.87805,13.76348,66.50363,96,57,120.49873
0.87833,13.42662,66.56619,96,57,120.45766
0.87861,13.3801,66.58614,93,57,120.42134
0.87889,13.42508,66.5965,93,49,120.29639
0.87917,13.50111,66.59744,93,49,120.10635
0.87944,13.79914,66.5512,93,49,120.11621
0.87972,13.79263,66.54153,93,49,120.11931
0.88,13.29082,66.61098,93,49,120.12736
0.88028,13.00609,66.64352,93,49,120.12439
0.88055,12.69629,66.70932,93,49,120.44231
0.88083,12.81218,66.70481,94,49,120.52305
0.88111,13.0982,66.67808,94,49,120.76984
0.88139,13.22406,66.66814,94,49,120.96043
0.88167,13.48682,66.62193,94,49,121.11538
0.88194,13.54309,66.6206,94,49,121.28566
0.88222,13.57733,66.62064,94,49,121.43272
0.8825,13.5922,66.62337,94,49,121.56818
0.88278,13.58369,66.62071,94,49,121.61363
0.88305,13.54925,66.62839,99,49,121.72697
0.88333,13.48196,66.63988,99,36,121.84365
0.88361,13.42326,66.65517,99,36,121.83604
0.88389,13.38811,66.67355,99,36,121.84666
0.88417,13.40624,66.68199,99,36,122.06191
0.88444,13.45365,66.68387,99,36,122.05198
0.88472,13.48875,66.67085,99,36,122.04234
0.885,13.5433,66.65208,99,36,122.18806
0.88528,13.5634,66.6333,103,36,122.11479
0.88555,13.53502,66.62061,103,47,122.07484
0.88583,13.5239,66.62067,103,47,122.20719
0.88611,13.46448,66.62791,103,47,122.15115
0.88639,13.4021,66.64092,103,47,122.01487
0.88667,13.41434,66.64745,103,47,122.02818
0.88694,13.42546,66.65624,103,47,121.93276
0.88722,13.48056,66.6678,103,47,121.83933
0.8875,13.5493,66.67168,104,47,121.98113
0.88778,13.58444,66.68585,104,55,121.93906
0.88805,13.58898,66.68956,104,55,121.84237
0.88833,13.55866,66.68956,104,55,121.88448
0.88861,13.50003,66.68951,104,55,121.7971
0.88889,13.44322,66.68947,104,55,121.75791
0.88917,13.41091,66.68953,104,55,121.75916
0.88944,13.38913,66.68951,104,55,121.62215
0.88972,13.40006,66.68954,90,55,121.59283
0.89,13.43232,66.69537,90,57,121.44025
0.89028,13.47121,66.70341,90,57,121.40066
0.89055,13.54899,66.71543,90,57,121.41368
0.89083,13.61348,66.72294,90,57,121.25791
0.89111,13.60792,66.71711,90,57,121.22459
0.89139,13.56437,66.70953,90,57,121.17474
0.89167,13.48997,66.69331,90,57,120.95467
0.89194,13.40903,66.67988,86,57,121.00369
0.89222,13.37384,66.67989,86,55,120.8783
0.8925,13.37766,66.67986,86,55,120.82864
0.89278,13.40836,66.68374,86,55,120.7957
0.89305,13.45583,66.69418,86,55,120.67786
0.89333,13.53069,66.70612,86,55,120.60793
0.89361,13.57946,66.71036,86,55,120.59465
0.89389,13.6001,66.7137,86,55,120.59374
0.89417,13.58964,66.71059,84,55,120.58964
0.89444,13.52026,66.70063,84,55,120.58266
0.89472,13.46258,66.6945,84,55,120.57936
0.895,13.29963,66.67818,84,55,120.56751
0.89528,13.00207,66.64401,84,55,120.54885
0.89555,13.08538,66.63513,84,55,120.53042
0.89583,13.38934,66.67188,84,55,120.50852
0.89611,13.61393,66.70903,84,55,120.26311
0.89639,13.91691,66.75236,88,55,120.2393
0.89667,13.73796,66.75167,88,55,120.2148
0.89694,13.27784,66.67668,88,55,120.18758
0.89722,13.13419,66.618,88,55,120.16451
0.8975,13.18876,66.58687,88,55,120.13367
0.89778,13.34031,66.59834,88,55,120.13782
0.89805,13.52751,66.65364,88,55,120.16404
0.89833,13.54082,66.68562,88,55,120.32493
0.89861,13.42839,66.72319,94,55,120.45432
0.89889,13.43832,66.74134,94,56,120.45058
0.89917,13.48148,66.74795,94,56,120.63194
0.89944,13.55796,66.7666,94,56,120.74705
0.89972,13.61926,66.77762,94,56,120.89292
0.9,13.6476,66.79207,94,56,120.93103
0.90028,13.60534,66.79973,94,56,121.1487
0.90055,13.55644,66.80036,94,56,121.20306
0.90083,13.4855,66.7947,87,56,121.15276
0.90111,13.43433,66.77988,87,49,121.29791
0.90139,13.41438,66.77111,87,49,121.29622
0.90167,13.40931,66.7581,87,49,121.20563
0.90194,13.46404,66.74313,87,49,121.39014
0.90222,13.49517,66.73555,87,49,121.3822
0.9025,13.56397,66.73174,87,49,121.3114
0.90278,13.59774,66.74323,87,49,121.44989
0.90305,13.59761,66.74996,95,49,121.29846
0.90333,13.56826,66.76559,95,54,121.32667
0.90361,13.49917,66.77554,95,54,121.40681
0.90389,13.44435,66.78464,95,54,121.32896
0.90417,13.39971,66.7967,95,54,121.44248
0.90444,13.37788,66.79478,95,54,121.32864
0.90472,13.39286,66.79052,95,54,121.22036
0.905,13.43501,66.77947,95,54,121.28755
0.90528,13.44148,66.77364,93,54,121.14064
0.90555,13.4611,66.77531,93,50,121.1348
0.90583,13.50118,66.77491,93,50,121.13612
0.90611,13.52906,66.77869,93,50,120.99406
0.90639,13.54534,66.78545,93,50,121.05503
0.90667,13.53697,66.78079,93,50,121.02576
0.90694,13.50159,66.78845,93,50,120.98052
0.90722,13.43466,66.79268,93,50,120.92239
0.9075,13.38951,66.80369,94,50,120.7784
0.90778,13.38729,66.81133,94,60,120.82173
0.90805,13.41288,66.81587,94,60,120.6803
0.90833,13.48093,66.8086,94,60,120.61379
0.90861,13.53766,66.79028,94,60,120.60856
0.90889,13.58279,66.78303,94,60,120.60262
0.90917,13.57783,66.77392,94,60,120.59749
0.90944,13.54731,66.79257,94,60,120.59347
0.90972,13.48416,66.81123,95,60,120.58437
0.91,13.37774,66.83642,95,54,120.57237
0.91028,13.04464,66.88602,95,54,120.5521
0.91055,12.96339,66.92207,95,54,120.52854
0.91083,13.12719,66.91816,95,54,120.50394
0.91111,13.43962,66.89061,95,54,120.47927
0.91139,13.82579,66.85259,95,54,120.45487
0.91167,13.7247,66.81244,95,54,120.42224
0.91194,13.36089,66.81114,95,54,120.39368
0.91222,12.72388,66.8541,95,53,120.36078
0.9125,12.36464,66.85816,95,53,120.01479
0.91278,12.25308,66.88438,95,53,120.01241
0.91305,12.60183,66.90913,95,53,120.01239
0.91333,12.91672,66.93704,95,53,120.07451
0.91361,13.21311,66.9657,95,53,120.27726
0.91389,13.53754,66.96276,95,53,120.35576
0.91417,13.55318,66.92959,97,53,120.46269
0.91444,13.58401,66.89148,97,58,120.54124
0.91472,13.59396,66.85748,97,58,120.58372
0.915,13.59426,66.84258,97,58,120.67059
0.91528,13.5485,66.84564,97,58,121.01613
0.91555,13.52287,66.85265,97,58,121.03957
0.91583,13.46528,66.87131,97,58,121.14695
0.91611,13.40013,66.88965,97,58,121.20702
0.91639,13.38861,66.90455,95,58,121.26461
0.91667,13.40659,66.91812,95,55,121.34255
0.91694,13.46878,66.91054,95,55,121.52107
0.91722,13.5412,66.90718,95,55,121.5969
0.9175,13.60682,66.89321,95,55,121.58137
0.91778,13.61039,66.87495,95,55,121.69473
0.91805,13.58668,66.8643,95,55,121.61194
0.91833,13.51323,66.84703,95,55,121.60329
0.91861,13.41314,66.8458,95,55,121.67523
0.91889,13.35278,66.84459,95,56,121.61945
0.91917,13.31445,66.84457,95,56,121.55351
0.91944,13.31549,66.84459,95,56,121.51042
0.91972,13.37149,66.84624,95,56,121.41863
0.92,13.43834,66.84575,95,56,121.40468
0.92028,13.50577,66.84577,95,56,121.5834
0.92055,13.56532,66.84959,95,56,121.53117
0.92083,13.61419,66.84009,95,56,121.51973
0.92111,13.60009,66.83584,95,55,121.52422
0.92139,13.5598,66.82671,95,55,121.39661
0.92167,13.52324,66.8195,95,55,121.41223
0.92194,13.45744,66.82179,95,55,121.36951
0.92222,13.4039,66.80613,95,55,121.23202
0.9225,13.39451,66.80381,95,55,121.2459
0.92278,13.3998,66.79618,95,55,121.22974
0.92305,13.44506,66.78909,99,55,121.20793
0.92333,13.51956,66.7967,99,56,121.10398
0.92361,13.55015,66.79291,99,56,121.03166
0.92389,13.59982,66.79134,99,56,120.95105
0.92417,13.59072,66.77931,99,56,120.90144
0.92444,13.54458,66.77166,99,56,120.91019
0.92472,13.50782,66.76784,99,56,120.9435
0.925,13.43585,66.76559,99,56,120.85618
0.92528,13.38882,66.76851,90,56,120.77761
0.92555,13.35914,66.7742,90,57,120.76695
0.92583,13.37795,66.78632,90,57,120.61565
0.92611,13.4533,66.81264,90,57,120.60893
0.92639,13.52733,66.84184,90,57,120.60299
0.92667,13.60774,66.86089,90,57,120.59546
0.92694,13.65969,66.87628,90,57,120.58391
0.92722,13.63838,66.87396,90,57,120.56958
0.9275,13.55513,66.86288,104,57,120.55405
0.92778,13.39671,66.85027,104,34,120.53407
0.92805,13.14005,66.80449,104,34,120.51133
0.92833,12.80998,66.74372,104,34,120.485
0.92861,12.72827,66.72465,104,34,120.44867
0.92889,12.90648,66.73234,104,34,120.40962
0.92917,13.34402,66.8001,104,34,120.36892
0.92944,13.691,66.85477,104,34,120.32991
0.92972,13.78396,66.85046,100,34,120.29122
0.93,13.80971,66.86106,100,72,119.88747
0.93028,13.85306,66.84969,100,72,119.88267
0.93055,13.95423,66.87453,100,72,119.87836
0.93083,13.77925,66.88077,100,72,119.89408
0.93111,13.41978,66.81985,100,72,120.1322
0.93139,13.12843,66.78437,100,72,120.24392
0.93167,12.88757,66.74008,100,72,120.42446
0.93194,13.07572,66.74355,86,72,120.58726
0.93222,13.37863,66.79071,86,21,120.78929
0.9325,13.46347,66.80941,86,21,120.9419
0.93278,13.49663,66.82043,86,21,121.01201
0.93305,13.52171,66.83797,86,21,121.22782
0.93333,13.51999,66.84181,86,21,121.29173
0.93361,13.51214,66.84183,86,21,121.34788
0.93389,13.53255,66.84184,86,21,121.51965
0.93417,13.53781,66.83416,90,21,121.55483
0.93444,13.56097,66.83413,90,49,121.75889
0.93472,13.57923,66.83034,90,49,121.97488
0.935,13.56485,66.82404,90,49,122.00108
0.93528,13.54623,66.82864,90,49,122.0547
0.93555,13.47091,66.81928,90,49,122.00156
0.93583,13.42169,66.80818,90,49,121.85741
0.93611,13.39143,66.79475,90,49,121.97666
0.93639,13.35893,66.78522,100,49,121.85427
0.93667,13.35854,66.77473,100,55,121.9167
0.93694,13.39926,66.771,100,55,121.95207
0.93722,13.43981,66.77973,100,55,121.9174
0.9375,13.4925,66.79306,100,55,121.91341
0.93778,13.56002,66.80853,100,55,121.95945
0.93805,13.55873,66.8271,100,55,121.83799
0.93833,13.55274,66.83856,100,55,121.77666
0.93861,13.53144,66.83859,85,55,121.80768
0.93889,13.49612,66.84189,85,59,121.7736
